action,normalUser
DOCUMENT_DELETED,1453
GUEST,14748
LIKE,11078
LINK_CLICK,228
MARK_PHOTO,13026
PHOTO_TEXT,35
RE_SHARE,304
SEND_PRESENT,151
VIDEO_CALL_INCOMING,6
VIDEO_CALL,8
VOTE,854
VOTE_PHOTO,24
CREATE_DOCUMENT,52432
DOCUMENT_DELETED,1497
GUEST,19247
LIKE,14093
LINK_CLICK,748
MARK_PHOTO,9961
PHOTO_TEXT,277
RE_SHARE,105
SEND_PRESENT,137
VIDEO_CALL_INCOMING,11
VIDEO_CALL,8
VOTE,329
VOTE_PHOTO,23
CREATE_DOCUMENT,50077
DOCUMENT_DELETED,2452
GUEST,19001
LIKE,19585
LINK_CLICK,363
MARK_PHOTO,7224
PHOTO_TEXT,18
RE_SHARE,259
SEND_PRESENT,68
VIDEO_CALL_INCOMING,6
VIDEO_CALL,2
VOTE,601
VOTE_PHOTO,17
CREATE_DOCUMENT,55852
DOCUMENT_DELETED,2269
GUEST,16094
LIKE,15609
LINK_CLICK,2780
MARK_PHOTO,3578
PHOTO_TEXT,126
RE_SHARE,1378
SEND_PRESENT,54
VIDEO_CALL_INCOMING,3
VIDEO_CALL,3
VOTE,455
VOTE_PHOTO,182
CREATE_DOCUMENT,62323
DOCUMENT_DELETED,1697
GUEST,13625
LIKE,15131
LINK_CLICK,1083
MARK_PHOTO,2239
PHOTO_TEXT,184
RE_SHARE,596
SEND_PRESENT,61
VIDEO_CALL_INCOMING,21
VIDEO_CALL,22
VOTE,655
VOTE_PHOTO,0
CREATE_DOCUMENT,60014
DOCUMENT_DELETED,3789
GUEST,12281
LIKE,15322
LINK_CLICK,522
MARK_PHOTO,5902
PHOTO_TEXT,54
RE_SHARE,518
SEND_PRESENT,32
VIDEO_CALL_INCOMING,174
VIDEO_CALL,37
VOTE,351
VOTE_PHOTO,16
CREATE_DOCUMENT,46967
DOCUMENT_DELETED,1572
GUEST,20961
LIKE,13648
LINK_CLICK,431
MARK_PHOTO,14353
PHOTO_TEXT,80
RE_SHARE,254
SEND_PRESENT,110
VIDEO_CALL_INCOMING,17
VIDEO_CALL,14
VOTE,322
VOTE_PHOTO,4
CREATE_DOCUMENT,56019
DOCUMENT_DELETED,950
GUEST,17241
LIKE,17789
LINK_CLICK,186
MARK_PHOTO,4569
PHOTO_TEXT,54
RE_SHARE,135
SEND_PRESENT,77
VIDEO_CALL_INCOMING,9
VIDEO_CALL,2
VOTE,350
VOTE_PHOTO,3
CREATE_DOCUMENT,40559
DOCUMENT_DELETED,1623
GUEST,18832
LIKE,32414
LINK_CLICK,481
MARK_PHOTO,5205
PHOTO_TEXT,110
RE_SHARE,67
SEND_PRESENT,65
VIDEO_CALL_INCOMING,4
VIDEO_CALL,0
VOTE,624
VOTE_PHOTO,6
CREATE_DOCUMENT,70863
DOCUMENT_DELETED,1850
GUEST,10575
LIKE,11244
LINK_CLICK,601
MARK_PHOTO,4313
PHOTO_TEXT,96
RE_SHARE,68
SEND_PRESENT,113
VIDEO_CALL_INCOMING,20
VIDEO_CALL,25
VOTE,179
VOTE_PHOTO,53
CREATE_DOCUMENT,58398
DOCUMENT_DELETED,1047
GUEST,21295
LIKE,15052
LINK_CLICK,261
MARK_PHOTO,3149
PHOTO_TEXT,80
RE_SHARE,76
SEND_PRESENT,25
VIDEO_CALL_INCOMING,3
VIDEO_CALL,5
VOTE,344
VOTE_PHOTO,10
CREATE_DOCUMENT,30369
DOCUMENT_DELETED,1525
GUEST,12242
LIKE,13055
LINK_CLICK,106
MARK_PHOTO,4434
PHOTO_TEXT,19
RE_SHARE,16
SEND_PRESENT,57
VIDEO_CALL_INCOMING,3
VIDEO_CALL,8
VOTE,517
VOTE_PHOTO,298
CREATE_DOCUMENT,52152
DOCUMENT_DELETED,2761
GUEST,15191
LIKE,13018
LINK_CLICK,861
MARK_PHOTO,12700
PHOTO_TEXT,88
RE_SHARE,153
SEND_PRESENT,147
VIDEO_CALL_INCOMING,7
VIDEO_CALL,17
VOTE,218
VOTE_PHOTO,36
CREATE_DOCUMENT,44548
DOCUMENT_DELETED,1329
GUEST,10687
LIKE,28603
LINK_CLICK,354
MARK_PHOTO,14186
PHOTO_TEXT,68
RE_SHARE,54
SEND_PRESENT,17
VIDEO_CALL_INCOMING,1
VIDEO_CALL,3
VOTE,148
VOTE_PHOTO,2
CREATE_DOCUMENT,56342
DOCUMENT_DELETED,2059
GUEST,21644
LIKE,12575
LINK_CLICK,322
MARK_PHOTO,2769
PHOTO_TEXT,34
RE_SHARE,25
SEND_PRESENT,127
VIDEO_CALL_INCOMING,3
VIDEO_CALL,9
VOTE,488
VOTE_PHOTO,6
CREATE_DOCUMENT,51105
DOCUMENT_DELETED,2534
GUEST,18438
LIKE,15000
LINK_CLICK,4325
MARK_PHOTO,5583
PHOTO_TEXT,107
RE_SHARE,132
SEND_PRESENT,51
VIDEO_CALL_INCOMING,15
VIDEO_CALL,23
VOTE,220
VOTE_PHOTO,5
CREATE_DOCUMENT,47376
DOCUMENT_DELETED,734
GUEST,19572
LIKE,20461
LINK_CLICK,381
MARK_PHOTO,10857
PHOTO_TEXT,55
RE_SHARE,51
SEND_PRESENT,134
VIDEO_CALL_INCOMING,16
VIDEO_CALL,11
VOTE,296
VOTE_PHOTO,4
CREATE_DOCUMENT,53311
DOCUMENT_DELETED,2228
GUEST,18763
LIKE,17165
LINK_CLICK,740
MARK_PHOTO,4720
PHOTO_TEXT,76
RE_SHARE,474
SEND_PRESENT,312
VIDEO_CALL_INCOMING,2
VIDEO_CALL,27
VOTE,857
VOTE_PHOTO,173
CREATE_DOCUMENT,59780
DOCUMENT_DELETED,922
GUEST,14876
LIKE,6277
LINK_CLICK,653
MARK_PHOTO,10362
PHOTO_TEXT,59
RE_SHARE,91
SEND_PRESENT,331
VIDEO_CALL_INCOMING,5
VIDEO_CALL,1
VOTE,675
VOTE_PHOTO,97
CREATE_DOCUMENT,70342
DOCUMENT_DELETED,2483
GUEST,12589
LIKE,9032
LINK_CLICK,195
MARK_PHOTO,2515
PHOTO_TEXT,89
RE_SHARE,85
SEND_PRESENT,46
VIDEO_CALL_INCOMING,19
VIDEO_CALL,2
VOTE,1196
VOTE_PHOTO,20
CREATE_DOCUMENT,65279
DOCUMENT_DELETED,1333
GUEST,11303
LIKE,15748
LINK_CLICK,328
MARK_PHOTO,3049
PHOTO_TEXT,73
RE_SHARE,429
SEND_PRESENT,80
VIDEO_CALL_INCOMING,1
VIDEO_CALL,4
VOTE,510
VOTE_PHOTO,157
CREATE_DOCUMENT,51797
DOCUMENT_DELETED,1218
GUEST,21416
LIKE,19458
LINK_CLICK,250
MARK_PHOTO,4644
PHOTO_TEXT,31
RE_SHARE,218
SEND_PRESENT,97
VIDEO_CALL_INCOMING,10
VIDEO_CALL,12
VOTE,191
VOTE_PHOTO,3
CREATE_DOCUMENT,48883
DOCUMENT_DELETED,1200
GUEST,24714
LIKE,13977
LINK_CLICK,401
MARK_PHOTO,9922
PHOTO_TEXT,68
RE_SHARE,30
SEND_PRESENT,43
VIDEO_CALL_INCOMING,5
VIDEO_CALL,56
VOTE,188
VOTE_PHOTO,19
CREATE_DOCUMENT,44223
DOCUMENT_DELETED,954
GUEST,20756
LIKE,18728
LINK_CLICK,388
MARK_PHOTO,10726
PHOTO_TEXT,19
RE_SHARE,703
SEND_PRESENT,66
VIDEO_CALL_INCOMING,11
VIDEO_CALL,21
VOTE,488
VOTE_PHOTO,32
CREATE_DOCUMENT,50303
DOCUMENT_DELETED,1618
GUEST,19737
LIKE,15251
LINK_CLICK,209
MARK_PHOTO,5099
PHOTO_TEXT,12
RE_SHARE,55
SEND_PRESENT,25
VIDEO_CALL_INCOMING,8
VIDEO_CALL,10
VOTE,316
VOTE_PHOTO,17
CREATE_DOCUMENT,56716
DOCUMENT_DELETED,946
GUEST,16747
LIKE,12443
LINK_CLICK,342
MARK_PHOTO,11942
PHOTO_TEXT,30
RE_SHARE,78
SEND_PRESENT,70
VIDEO_CALL_INCOMING,29
VIDEO_CALL,22
VOTE,109
VOTE_PHOTO,26
CREATE_DOCUMENT,54270
DOCUMENT_DELETED,1263
GUEST,11880
LIKE,17028
LINK_CLICK,1343
MARK_PHOTO,8745
PHOTO_TEXT,43
RE_SHARE,478
SEND_PRESENT,102
VIDEO_CALL_INCOMING,17
VIDEO_CALL,47
VOTE,598
VOTE_PHOTO,4
CREATE_DOCUMENT,29494
DOCUMENT_DELETED,878
GUEST,14108
LIKE,47291
LINK_CLICK,1304
MARK_PHOTO,1939
PHOTO_TEXT,56
RE_SHARE,209
SEND_PRESENT,283
VIDEO_CALL_INCOMING,11
VIDEO_CALL,2
VOTE,857
VOTE_PHOTO,25
CREATE_DOCUMENT,59736
DOCUMENT_DELETED,621
GUEST,14944
LIKE,16694
LINK_CLICK,123
MARK_PHOTO,5984
PHOTO_TEXT,32
RE_SHARE,187
SEND_PRESENT,66
VIDEO_CALL_INCOMING,8
VIDEO_CALL,8
VOTE,152
VOTE_PHOTO,4
CREATE_DOCUMENT,59202
DOCUMENT_DELETED,1312
GUEST,15466
LIKE,12664
LINK_CLICK,873
MARK_PHOTO,9752
PHOTO_TEXT,71
RE_SHARE,54
SEND_PRESENT,80
VIDEO_CALL_INCOMING,4
VIDEO_CALL,12
VOTE,402
VOTE_PHOTO,9
CREATE_DOCUMENT,34410
DOCUMENT_DELETED,2224
GUEST,17288
LIKE,22449
LINK_CLICK,526
MARK_PHOTO,14808
PHOTO_TEXT,100
RE_SHARE,6164
SEND_PRESENT,228
VIDEO_CALL_INCOMING,24
VIDEO_CALL,45
VOTE,434
VOTE_PHOTO,28
CREATE_DOCUMENT,41717
DOCUMENT_DELETED,1104
GUEST,19426
LIKE,20002
LINK_CLICK,1005
MARK_PHOTO,4767
PHOTO_TEXT,39
RE_SHARE,312
SEND_PRESENT,126
VIDEO_CALL_INCOMING,24
VIDEO_CALL,38
VOTE,672
VOTE_PHOTO,15
CREATE_DOCUMENT,43064
DOCUMENT_DELETED,1108
GUEST,18460
LIKE,30266
LINK_CLICK,1651
MARK_PHOTO,2529
PHOTO_TEXT,43
RE_SHARE,484
SEND_PRESENT,118
VIDEO_CALL_INCOMING,31
VIDEO_CALL,5
VOTE,634
VOTE_PHOTO,42
CREATE_DOCUMENT,70224
DOCUMENT_DELETED,1613
GUEST,15400
LIKE,8440
LINK_CLICK,164
MARK_PHOTO,3722
PHOTO_TEXT,81
RE_SHARE,63
SEND_PRESENT,5
VIDEO_CALL_INCOMING,3
VIDEO_CALL,3
VOTE,224
VOTE_PHOTO,5
CREATE_DOCUMENT,49455
DOCUMENT_DELETED,622
GUEST,16003
LIKE,8640
LINK_CLICK,187
MARK_PHOTO,8674
PHOTO_TEXT,194
RE_SHARE,232
SEND_PRESENT,579
VIDEO_CALL_INCOMING,1
VIDEO_CALL,1
VOTE,83
VOTE_PHOTO,2
CREATE_DOCUMENT,45213
DOCUMENT_DELETED,451
GUEST,11391
LIKE,7511
LINK_CLICK,134
MARK_PHOTO,3014
PHOTO_TEXT,41
RE_SHARE,73
SEND_PRESENT,49
VIDEO_CALL_INCOMING,17
VIDEO_CALL,12
VOTE,784
VOTE_PHOTO,26
CREATE_DOCUMENT,57614
DOCUMENT_DELETED,1232
GUEST,15112
LIKE,19625
LINK_CLICK,332
MARK_PHOTO,2143
PHOTO_TEXT,81
RE_SHARE,1216
SEND_PRESENT,144
VIDEO_CALL_INCOMING,7
VIDEO_CALL,4
VOTE,442
VOTE_PHOTO,1426
CREATE_DOCUMENT,50109
DOCUMENT_DELETED,1219
GUEST,15735
LIKE,23956
LINK_CLICK,595
MARK_PHOTO,4834
PHOTO_TEXT,98
RE_SHARE,217
SEND_PRESENT,12
VIDEO_CALL_INCOMING,9
VIDEO_CALL,1
VOTE,1308
VOTE_PHOTO,1767
CREATE_DOCUMENT,57352
DOCUMENT_DELETED,899
GUEST,17352
LIKE,14903
LINK_CLICK,569
MARK_PHOTO,4998
PHOTO_TEXT,66
RE_SHARE,550
SEND_PRESENT,66
VIDEO_CALL_INCOMING,4
VIDEO_CALL,17
VOTE,627
VOTE_PHOTO,2
CREATE_DOCUMENT,38652
DOCUMENT_DELETED,2101
GUEST,14731
LIKE,12352
LINK_CLICK,141
MARK_PHOTO,1314
PHOTO_TEXT,32
RE_SHARE,1732
SEND_PRESENT,0
VIDEO_CALL_INCOMING,19
VIDEO_CALL,14
VOTE,224
VOTE_PHOTO,1
CREATE_DOCUMENT,43664
DOCUMENT_DELETED,964
GUEST,18223
LIKE,23228
LINK_CLICK,375
MARK_PHOTO,7683
PHOTO_TEXT,97
RE_SHARE,457
SEND_PRESENT,148
VIDEO_CALL_INCOMING,12
VIDEO_CALL,6
VOTE,927
VOTE_PHOTO,139
CREATE_DOCUMENT,49663
DOCUMENT_DELETED,1396
GUEST,22271
LIKE,20101
LINK_CLICK,962
MARK_PHOTO,3405
PHOTO_TEXT,85
RE_SHARE,174
SEND_PRESENT,156
VIDEO_CALL_INCOMING,20
VIDEO_CALL,42
VOTE,609
VOTE_PHOTO,99
CREATE_DOCUMENT,42506
DOCUMENT_DELETED,2259
GUEST,12427
LIKE,21757
LINK_CLICK,390
MARK_PHOTO,8969
PHOTO_TEXT,91
RE_SHARE,172
SEND_PRESENT,264
VIDEO_CALL_INCOMING,14
VIDEO_CALL,27
VOTE,436
VOTE_PHOTO,61
CREATE_DOCUMENT,55925
DOCUMENT_DELETED,922
GUEST,20631
LIKE,17343
LINK_CLICK,245
MARK_PHOTO,4522
PHOTO_TEXT,7
RE_SHARE,22
SEND_PRESENT,49
VIDEO_CALL_INCOMING,2
VIDEO_CALL,0
VOTE,279
VOTE_PHOTO,12
CREATE_DOCUMENT,44180
DOCUMENT_DELETED,691
GUEST,9508
LIKE,28653
LINK_CLICK,324
MARK_PHOTO,2434
PHOTO_TEXT,39
RE_SHARE,19
SEND_PRESENT,234
VIDEO_CALL_INCOMING,4
VIDEO_CALL,5
VOTE,332
VOTE_PHOTO,59
CREATE_DOCUMENT,56896
DOCUMENT_DELETED,2292
GUEST,18167
LIKE,16307
LINK_CLICK,369
MARK_PHOTO,5382
PHOTO_TEXT,26
RE_SHARE,52
SEND_PRESENT,80
VIDEO_CALL_INCOMING,2
VIDEO_CALL,0
VOTE,308
VOTE_PHOTO,48
CREATE_DOCUMENT,63708
DOCUMENT_DELETED,1801
GUEST,14673
LIKE,14859
LINK_CLICK,362
MARK_PHOTO,2804
PHOTO_TEXT,36
RE_SHARE,345
SEND_PRESENT,104
VIDEO_CALL_INCOMING,6
VIDEO_CALL,0
VOTE,678
VOTE_PHOTO,49
CREATE_DOCUMENT,52836
DOCUMENT_DELETED,1562
GUEST,18877
LIKE,16878
LINK_CLICK,359
MARK_PHOTO,8551
PHOTO_TEXT,50
RE_SHARE,69
SEND_PRESENT,15
VIDEO_CALL_INCOMING,2
VIDEO_CALL,0
VOTE,586
VOTE_PHOTO,27
CREATE_DOCUMENT,24628
DOCUMENT_DELETED,890
GUEST,11813
LIKE,21251
LINK_CLICK,261
MARK_PHOTO,2506
PHOTO_TEXT,68
RE_SHARE,889
SEND_PRESENT,104
VIDEO_CALL_INCOMING,33
VIDEO_CALL,18
VOTE,774
VOTE_PHOTO,2
CREATE_DOCUMENT,51359
DOCUMENT_DELETED,2822
GUEST,16165
LIKE,18299
LINK_CLICK,2145
MARK_PHOTO,8677
PHOTO_TEXT,55
RE_SHARE,23
SEND_PRESENT,95
VIDEO_CALL_INCOMING,5
VIDEO_CALL,5
VOTE,303
VOTE_PHOTO,17
CREATE_DOCUMENT,59173
DOCUMENT_DELETED,1385
GUEST,14546
LIKE,18272
LINK_CLICK,583
MARK_PHOTO,4554
PHOTO_TEXT,29
RE_SHARE,47
SEND_PRESENT,57
VIDEO_CALL_INCOMING,13
VIDEO_CALL,2
VOTE,936
VOTE_PHOTO,34
CREATE_DOCUMENT,54727
DOCUMENT_DELETED,2239
GUEST,23858
LIKE,7384
LINK_CLICK,519
MARK_PHOTO,9831
PHOTO_TEXT,59
RE_SHARE,26
SEND_PRESENT,101
VIDEO_CALL_INCOMING,0
VIDEO_CALL,0
VOTE,219
VOTE_PHOTO,15
CREATE_DOCUMENT,53079
DOCUMENT_DELETED,5572
GUEST,14517
LIKE,11742
LINK_CLICK,343
MARK_PHOTO,12621
PHOTO_TEXT,26
RE_SHARE,121
SEND_PRESENT,44
VIDEO_CALL_INCOMING,21
VIDEO_CALL,3
VOTE,204
VOTE_PHOTO,46
CREATE_DOCUMENT,39987
DOCUMENT_DELETED,1242
GUEST,18239
LIKE,8743
LINK_CLICK,220
MARK_PHOTO,30780
PHOTO_TEXT,32
RE_SHARE,72
SEND_PRESENT,15
VIDEO_CALL_INCOMING,5
VIDEO_CALL,4
VOTE,539
VOTE_PHOTO,18
CREATE_DOCUMENT,53152
DOCUMENT_DELETED,3850
GUEST,18482
LIKE,18175
LINK_CLICK,238
MARK_PHOTO,4487
PHOTO_TEXT,93
RE_SHARE,266
SEND_PRESENT,37
VIDEO_CALL_INCOMING,64
VIDEO_CALL,30
VOTE,1004
VOTE_PHOTO,41
CREATE_DOCUMENT,58363
DOCUMENT_DELETED,1204
GUEST,19682
LIKE,12939
LINK_CLICK,308
MARK_PHOTO,6103
PHOTO_TEXT,54
RE_SHARE,155
SEND_PRESENT,84
VIDEO_CALL_INCOMING,10
VIDEO_CALL,2
VOTE,775
VOTE_PHOTO,6
CREATE_DOCUMENT,55961
DOCUMENT_DELETED,3256
GUEST,18858
LIKE,15638
LINK_CLICK,306
MARK_PHOTO,4067
PHOTO_TEXT,56
RE_SHARE,606
SEND_PRESENT,137
VIDEO_CALL_INCOMING,6
VIDEO_CALL,7
VOTE,570
VOTE_PHOTO,1
CREATE_DOCUMENT,49968
DOCUMENT_DELETED,1545
GUEST,9267
LIKE,27996
LINK_CLICK,911
MARK_PHOTO,2767
PHOTO_TEXT,87
RE_SHARE,1358
SEND_PRESENT,52
VIDEO_CALL_INCOMING,44
VIDEO_CALL,36
VOTE,495
VOTE_PHOTO,9
CREATE_DOCUMENT,56291
DOCUMENT_DELETED,1525
GUEST,16434
LIKE,16226
LINK_CLICK,228
MARK_PHOTO,7856
PHOTO_TEXT,76
RE_SHARE,193
SEND_PRESENT,42
VIDEO_CALL_INCOMING,8
VIDEO_CALL,26
VOTE,494
VOTE_PHOTO,15
CREATE_DOCUMENT,59217
DOCUMENT_DELETED,2074
GUEST,19289
LIKE,15857
LINK_CLICK,409
MARK_PHOTO,2182
PHOTO_TEXT,88
RE_SHARE,139
SEND_PRESENT,159
VIDEO_CALL_INCOMING,5
VIDEO_CALL,10
VOTE,555
VOTE_PHOTO,2
CREATE_DOCUMENT,54026
DOCUMENT_DELETED,1637
GUEST,16676
LIKE,21456
LINK_CLICK,291
MARK_PHOTO,2148
PHOTO_TEXT,71
RE_SHARE,649
SEND_PRESENT,81
VIDEO_CALL_INCOMING,8
VIDEO_CALL,13
VOTE,976
VOTE_PHOTO,0
CREATE_DOCUMENT,40407
DOCUMENT_DELETED,1667
GUEST,13989
LIKE,13664
LINK_CLICK,299
MARK_PHOTO,5384
PHOTO_TEXT,55
RE_SHARE,328
SEND_PRESENT,259
VIDEO_CALL_INCOMING,19
VIDEO_CALL,16
VOTE,235
VOTE_PHOTO,7
CREATE_DOCUMENT,57691
DOCUMENT_DELETED,1929
GUEST,22213
LIKE,12964
LINK_CLICK,107
MARK_PHOTO,2467
PHOTO_TEXT,22
RE_SHARE,30
SEND_PRESENT,161
VIDEO_CALL_INCOMING,5
VIDEO_CALL,1
VOTE,301
VOTE_PHOTO,25
CREATE_DOCUMENT,56517
DOCUMENT_DELETED,2233
GUEST,13039
LIKE,19074
LINK_CLICK,216
MARK_PHOTO,3929
PHOTO_TEXT,60
RE_SHARE,24
SEND_PRESENT,74
VIDEO_CALL_INCOMING,2
VIDEO_CALL,23
VOTE,870
VOTE_PHOTO,4
CREATE_DOCUMENT,51595
DOCUMENT_DELETED,4011
GUEST,20057
LIKE,19563
LINK_CLICK,209
MARK_PHOTO,2926
PHOTO_TEXT,68
RE_SHARE,163
SEND_PRESENT,64
VIDEO_CALL_INCOMING,6
VIDEO_CALL,3
VOTE,684
VOTE_PHOTO,85
CREATE_DOCUMENT,61633
DOCUMENT_DELETED,1088
GUEST,17779
LIKE,12110
LINK_CLICK,92
MARK_PHOTO,5565
PHOTO_TEXT,41
RE_SHARE,200
SEND_PRESENT,14
VIDEO_CALL_INCOMING,23
VIDEO_CALL,9
VOTE,405
VOTE_PHOTO,18
CREATE_DOCUMENT,24631
DOCUMENT_DELETED,891
GUEST,11714
LIKE,9302
LINK_CLICK,72
MARK_PHOTO,2438
PHOTO_TEXT,14
RE_SHARE,21
SEND_PRESENT,33
VIDEO_CALL_INCOMING,3
VIDEO_CALL,6
VOTE,277
VOTE_PHOTO,4
CREATE_DOCUMENT,43445
DOCUMENT_DELETED,1531
GUEST,16429
LIKE,13509
LINK_CLICK,180
MARK_PHOTO,2941
PHOTO_TEXT,53
RE_SHARE,50
SEND_PRESENT,41
VIDEO_CALL_INCOMING,5
VIDEO_CALL,11
VOTE,578
VOTE_PHOTO,11
CREATE_DOCUMENT,60037
DOCUMENT_DELETED,1829
GUEST,11678
LIKE,16729
LINK_CLICK,884
MARK_PHOTO,5811
PHOTO_TEXT,219
RE_SHARE,995
SEND_PRESENT,85
VIDEO_CALL_INCOMING,1
VIDEO_CALL,1
VOTE,851
VOTE_PHOTO,16
CREATE_DOCUMENT,59040
DOCUMENT_DELETED,1527
GUEST,12274
LIKE,14523
LINK_CLICK,148
MARK_PHOTO,4616
PHOTO_TEXT,58
RE_SHARE,54
SEND_PRESENT,88
VIDEO_CALL_INCOMING,30
VIDEO_CALL,66
VOTE,503
VOTE_PHOTO,52
CREATE_DOCUMENT,58502
DOCUMENT_DELETED,611
GUEST,21547
LIKE,13947
LINK_CLICK,240
MARK_PHOTO,2172
PHOTO_TEXT,22
RE_SHARE,439
SEND_PRESENT,48
VIDEO_CALL_INCOMING,10
VIDEO_CALL,13
VOTE,123
VOTE_PHOTO,11
CREATE_DOCUMENT,63066
DOCUMENT_DELETED,1758
GUEST,11857
LIKE,15625
LINK_CLICK,319
MARK_PHOTO,4717
PHOTO_TEXT,45
RE_SHARE,40
SEND_PRESENT,65
VIDEO_CALL_INCOMING,47
VIDEO_CALL,61
VOTE,1601
VOTE_PHOTO,21
CREATE_DOCUMENT,48593
DOCUMENT_DELETED,1015
GUEST,17109
LIKE,14030
LINK_CLICK,121
MARK_PHOTO,5052
PHOTO_TEXT,100
RE_SHARE,183
SEND_PRESENT,36
VIDEO_CALL_INCOMING,0
VIDEO_CALL,15
VOTE,240
VOTE_PHOTO,0
CREATE_DOCUMENT,59531
DOCUMENT_DELETED,1368
GUEST,17273
LIKE,11756
LINK_CLICK,577
MARK_PHOTO,6605
PHOTO_TEXT,80
RE_SHARE,83
SEND_PRESENT,134
VIDEO_CALL_INCOMING,3
VIDEO_CALL,5
VOTE,831
VOTE_PHOTO,613
CREATE_DOCUMENT,47517
DOCUMENT_DELETED,1482
GUEST,19129
LIKE,16880
LINK_CLICK,481
MARK_PHOTO,6321
PHOTO_TEXT,114
RE_SHARE,763
SEND_PRESENT,44
VIDEO_CALL_INCOMING,9
VIDEO_CALL,7
VOTE,562
VOTE_PHOTO,19
CREATE_DOCUMENT,72395
DOCUMENT_DELETED,1206
GUEST,12794
LIKE,9799
LINK_CLICK,247
MARK_PHOTO,2512
PHOTO_TEXT,36
RE_SHARE,31
SEND_PRESENT,31
VIDEO_CALL_INCOMING,1
VIDEO_CALL,0
VOTE,397
VOTE_PHOTO,14
CREATE_DOCUMENT,54903
DOCUMENT_DELETED,2263
GUEST,21402
LIKE,15297
LINK_CLICK,749
MARK_PHOTO,4275
PHOTO_TEXT,235
RE_SHARE,345
SEND_PRESENT,134
VIDEO_CALL_INCOMING,3
VIDEO_CALL,4
VOTE,386
VOTE_PHOTO,4
CREATE_DOCUMENT,45950
DOCUMENT_DELETED,3051
GUEST,8679
LIKE,30233
LINK_CLICK,153
MARK_PHOTO,10209
PHOTO_TEXT,69
RE_SHARE,63
SEND_PRESENT,257
VIDEO_CALL_INCOMING,3
VIDEO_CALL,0
VOTE,1215
VOTE_PHOTO,46
CREATE_DOCUMENT,49496
DOCUMENT_DELETED,2949
GUEST,18897
LIKE,23360
LINK_CLICK,686
MARK_PHOTO,3420
PHOTO_TEXT,80
RE_SHARE,660
SEND_PRESENT,69
VIDEO_CALL_INCOMING,5
VIDEO_CALL,1
VOTE,324
VOTE_PHOTO,0
CREATE_DOCUMENT,53823
DOCUMENT_DELETED,3677
GUEST,15944
LIKE,10388
LINK_CLICK,905
MARK_PHOTO,5073
PHOTO_TEXT,211
RE_SHARE,425
SEND_PRESENT,84
VIDEO_CALL_INCOMING,6
VIDEO_CALL,9
VOTE,589
VOTE_PHOTO,20
CREATE_DOCUMENT,56540
DOCUMENT_DELETED,1879
GUEST,16980
LIKE,18347
LINK_CLICK,357
MARK_PHOTO,3358
PHOTO_TEXT,132
RE_SHARE,296
SEND_PRESENT,295
VIDEO_CALL_INCOMING,27
VIDEO_CALL,67
VOTE,920
VOTE_PHOTO,12
CREATE_DOCUMENT,68069
DOCUMENT_DELETED,9168
GUEST,10874
LIKE,9210
LINK_CLICK,105
MARK_PHOTO,1424
PHOTO_TEXT,127
RE_SHARE,36
SEND_PRESENT,125
VIDEO_CALL_INCOMING,34
VIDEO_CALL,4
VOTE,124
VOTE_PHOTO,12
CREATE_DOCUMENT,62102
DOCUMENT_DELETED,1873
GUEST,15785
LIKE,12563
LINK_CLICK,161
MARK_PHOTO,6230
PHOTO_TEXT,27
RE_SHARE,67
SEND_PRESENT,40
VIDEO_CALL_INCOMING,2
VIDEO_CALL,1
VOTE,293
VOTE_PHOTO,1
CREATE_DOCUMENT,74018
DOCUMENT_DELETED,2464
GUEST,13269
LIKE,6219
LINK_CLICK,206
MARK_PHOTO,2931
PHOTO_TEXT,28
RE_SHARE,30
SEND_PRESENT,305
VIDEO_CALL_INCOMING,5
VIDEO_CALL,20
VOTE,232
VOTE_PHOTO,28
CREATE_DOCUMENT,60468
DOCUMENT_DELETED,2074
GUEST,12097
LIKE,18422
LINK_CLICK,990
MARK_PHOTO,3936
PHOTO_TEXT,283
RE_SHARE,64
SEND_PRESENT,16
VIDEO_CALL_INCOMING,3
VIDEO_CALL,2
VOTE,306
VOTE_PHOTO,6
CREATE_DOCUMENT,55085
DOCUMENT_DELETED,1609
GUEST,21837
LIKE,11166
LINK_CLICK,562
MARK_PHOTO,4734
PHOTO_TEXT,128
RE_SHARE,69
SEND_PRESENT,19
VIDEO_CALL_INCOMING,16
VIDEO_CALL,23
VOTE,144
VOTE_PHOTO,11
CREATE_DOCUMENT,50919
DOCUMENT_DELETED,1988
GUEST,23375
LIKE,16062
LINK_CLICK,766
MARK_PHOTO,4640
PHOTO_TEXT,57
RE_SHARE,149
SEND_PRESENT,61
VIDEO_CALL_INCOMING,28
VIDEO_CALL,52
VOTE,1640
VOTE_PHOTO,2
CREATE_DOCUMENT,58106
DOCUMENT_DELETED,1665
GUEST,18040
LIKE,12613
LINK_CLICK,542
MARK_PHOTO,7485
PHOTO_TEXT,45
RE_SHARE,437
SEND_PRESENT,148
VIDEO_CALL_INCOMING,0
VIDEO_CALL,3
VOTE,684
VOTE_PHOTO,7
CREATE_DOCUMENT,58256
DOCUMENT_DELETED,1352
GUEST,16624
LIKE,18125
LINK_CLICK,385
MARK_PHOTO,3506
PHOTO_TEXT,57
RE_SHARE,62
SEND_PRESENT,39
VIDEO_CALL_INCOMING,1
VIDEO_CALL,4
VOTE,630
VOTE_PHOTO,0
CREATE_DOCUMENT,56934
